Quotazioni Fantacalcio Stagione 2022 23,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
49,D,Ds;Dc;E,Masina,Udinese,8,6,2,8,7,1,6,6
226,D,Dd;Dc,Izzo,Monza,8,3,5,8,3,5,21,21
357,D,Dd;E,Calabria,Milan,8,13,-5,8,13,-5,38,38
798,D,Dc,Skriniar,Inter,8,17,-9,8,16,-8,5,5
2847,D,Ds;Dc;E,Sernicola,Cremonese,8,3,5,8,4,4,12,16
4375,D,Ds;E,Terzic,Fiorentina,8,2,6,8,2,6,7,7
4412,D,Dc,Rodrigo Becao,Udinese,8,10,-2,8,10,-2,24,24
4897,D,Dc,Pirola,Salernitana,8,4,4,8,4,4,12,12
4958,D,Ds;Dc,Caldirola,Monza,8,4,4,8,4,4,8,9
256,D,Ds;Dc,Juan Jesus,Napoli,7,7,0,7,7,0,8,8
286,D,Dc,Bonucci,Juventus,7,15,-8,7,15,-8,10,10
322,D,Dc,De Vrij,Inter,7,10,-3,7,10,-3,12,12
787,D,Dc,Djimsiti,Atalanta,7,7,0,7,7,0,12,12
2188,D,Dd;Ds;E,Marusic,Lazio,7,7,0,8,8,0,18,21
2869,D,Dd;Ds;Dc,Djidji,Torino,7,5,2,7,6,1,8,8
4331,D,Dc,Ibanez,Roma,7,9,-2,7,9,-2,12,12
4976,D,Dd;Dc,Kalulu,Milan,7,14,-7,7,15,-8,18,20
4994,D,E,Vojvoda,Torino,7,9,-2,7,9,-2,9,8
5239,D,Dc,Llorente D.,Roma,7,8,-1,7,8,-1,10,10
5323,D,Dc,Martinez Quarta,Fiorentina,7,4,3,7,4,3,13,13
5867,D,Dd;Dc,Gendrey,Lecce,7,4,3,7,4,3,10,12
6046,D,Dc,Hien,Verona,7,6,1,7,6,1,18,18
327,D,Dd;Dc,Patric,Lazio,6,5,1,6,5,1,8,8
660,D,Dc,Gyomber,Salernitana,6,4,2,6,4,2,14,14
2318,D,Ds;E,Rogerio,Sassuolo,6,5,1,6,5,1,15,15
2583,D,Dc,Umtiti,Lecce,6,7,-1,6,7,-1,21,21
2870,D,Dc,Troost-Ekong,Salernitana,6,5,1,6,5,1,12,12
4329,D,Dc,Nikolaou,Spezia,6,4,2,6,4,2,8,8
4332,D,Dc,Demiral,Atalanta,6,13,-7,6,13,-7,8,8
4385,D,E,Lazaro,Torino,6,7,-1,6,6,0,6,7
4433,D,Dd;Ds;E,Zortea,Sassuolo,6,2,4,6,3,3,7,8
4719,D,Dc,Ampadu,Spezia,6,6,0,6,6,0,18,18
5514,D,Ds;Dc,Vasquez,Cremonese,6,6,0,6,6,0,8,8
5532,D,Ds;E,Bradaric,Salernitana,6,7,-1,6,7,-1,17,17
6027,D,Dc,Lochoshvili,Cremonese,6,3,3,6,3,3,8,8
6047,D,Dd;E,Ehizibue,Udinese,6,4,2,6,4,2,12,12
6055,D,Dc,Thiaw,Milan,6,6,0,6,6,0,16,6
253,D,Dd;Ds;Dc,D'ambrosio,Inter,5,8,-3,5,9,-4,11,11
272,D,Dc,Medel,Bologna,5,7,-2,5,7,-2,6,6
487,D,Dd;E,De Silvestri,Bologna,5,9,-4,5,9,-4,2,2
1891,D,Dd;Dc,Ceccherini,Verona,5,6,-1,5,6,-1,13,14
1895,D,Dc,Ferrari G.,Sassuolo,5,8,-3,5,8,-3,11,11
2653,D,Ds;E,Lykogiannis,Bologna,5,4,1,5,4,1,8,8
2865,D,E,Aina,Torino,5,5,0,5,5,0,9,8
4378,D,Ds;Dc;E,Ranieri L.,Fiorentina,5,1,4,5,1,4,1,1
4426,D,Dd;E,Toljan,Sassuolo,5,5,0,5,5,0,12,12
4502,D,Ds;E,Gallo,Lecce,5,2,3,5,2,3,8,8
4887,D,E,Bellanova,Inter,5,8,-3,5,7,-2,2,2
4891,D,Dc,Soumaoro,Bologna,5,5,0,5,5,0,12,12
5010,D,Dc,Ismajli,Empoli,5,3,2,5,3,2,9,9
5017,D,Ds;E,Ballo-Toure',Milan,5,2,3,5,2,3,3,3
5316,D,Ds;Dc,Amione,Sampdoria,5,2,3,5,3,2,9,9
5678,D,Dd;E,Holm,Spezia,5,2,3,6,3,3,8,8
5831,D,Dc,Gatti,Juventus,5,5,0,5,5,0,16,16
5838,D,Dd;Ds;E,Birindelli,Monza,5,3,2,5,4,1,7,7
5848,D,Dd;E,Ebosele,Udinese,5,2,3,5,2,3,4,4
5856,D,Dd;E,Sambia,Salernitana,5,7,-2,5,7,-2,8,8
6042,D,Dc,Lucumi',Bologna,5,9,-4,5,10,-5,17,17
45,D,Dd;Dc,Ferrari A.,Cremonese,4,5,-1,4,5,-1,5,5
640,D,Dc,Chiriches,Cremonese,4,5,-1,4,5,-1,8,8
2181,D,Dc,Palomino,Atalanta,4,10,-6,4,10,-6,10,10
2192,D,Dc,Bonifazi,Bologna,4,4,0,4,4,0,4,4
2263,D,Dd;E,Lazzari,Lazio,4,10,-6,4,10,-6,12,12
2280,D,Dc,Nuytinck,Sampdoria,4,7,-3,4,7,-3,11,11
2758,D,Dc,Gunter,Sampdoria,4,5,-1,4,5,-1,8,8
2769,D,Dc,Magnani,Verona,4,3,1,4,3,1,8,8
4323,D,Ds;E,Zeegelaar,Udinese,4,2,2,4,2,2,4,4
4407,D,Ds;Dc,Igor,Fiorentina,4,9,-5,4,10,-6,15,16
4493,D,Dc,Dawidowicz,Verona,4,4,0,4,4,0,8,8
4657,D,Dd;E,Celik,Roma,4,7,-3,4,7,-3,6,6
5450,D,Dd;E,Stojanovic,Empoli,4,7,-3,4,7,-3,4,4
5475,D,Dd;Dc,Amian,Spezia,4,6,-2,4,6,-2,9,10
5554,D,Dd;Dc,Daniliuc,Salernitana,4,7,-3,4,8,-4,12,12
6002,D,Dc,Aiwu,Cremonese,4,5,-1,4,5,-1,4,4
6153,D,Dc,Wisniewski,Spezia,4,3,1,4,3,1,8,8
244,D,Dd;E,Ghiglione,Cremonese,3,5,-2,3,5,-2,7,7
294,D,Dc,Rugani,Juventus,3,5,-2,3,5,-2,5,5
358,D,Dd;Ds;E,De Sciglio,Juventus,3,6,-3,3,7,-4,10,11
612,D,Dd;Dc,Bianchetti,Cremonese,3,4,-1,3,4,-1,7,7
662,D,Ds;E,Alex Sandro,Juventus,3,8,-5,3,8,-5,13,13
1868,D,Ds;E,Murru,Sampdoria,3,5,-2,3,5,-2,4,4
2104,D,Dd;E,Bereszynski,Napoli,3,6,-3,3,6,-3,3,3
2130,D,E,Hateboer,Atalanta,3,9,-6,3,8,-5,1,1
2174,D,Dd;Ds;E,Venuti,Fiorentina,3,3,0,3,3,0,4,4
2184,D,Dd;Dc,Gravillon,Torino,3,5,-2,3,5,-2,12,13
2355,D,Dc,Marlon,Monza,3,7,-4,3,7,-4,9,9
2633,D,Dc,Kjaer,Milan,3,5,-2,3,5,-2,23,23
2728,D,Ds;E,Pellegrini Lu.,Lazio,3,7,-4,3,7,-4,7,7
4374,D,Dc,Walukiewicz,Empoli,3,4,-1,3,4,-1,2,2
4432,D,Dc,Okoli,Atalanta,3,5,-2,3,5,-2,2,2
4934,D,Dc,Lovato,Salernitana,3,6,-3,3,6,-3,5,5
4982,D,Dc,Erlic,Sassuolo,3,9,-6,3,9,-6,14,14
5479,D,Ds;Dc,Ceccaroni,Lecce,3,5,-2,3,5,-2,4,6
5764,D,Dc,Coppola D.,Verona,3,2,1,3,2,1,8,8
5804,D,Ds;E,Cacace,Empoli,3,3,0,3,3,0,3,3
5891,D,Ds;E,Quagliata,Cremonese,3,3,0,3,3,0,3,3
6021,D,Dc;Dd,Abankwah,Udinese,3,1,2,3,1,2,1,1
6023,D,Dc,Guessand A.,Udinese,3,1,2,3,1,2,1,1
6039,D,Ds;Dc,Cabal,Verona,3,3,0,3,3,0,2,2
52,D,Dc,Oikonomou,Sampdoria,2,2,0,2,2,0,2,2
139,D,Dc,Dermaku,Lecce,2,4,-2,2,4,-2,2,2
144,D,Dc,Tonelli,Empoli,2,1,1,2,1,1,1,1
259,D,Dc,Murillo,Sampdoria,2,3,-1,2,3,-1,4,4
770,D,Ds;E,Pezzella Giu.,Lecce,2,6,-4,2,6,-4,5,5
2016,D,Dc,Fazio,Salernitana,2,6,-4,2,6,-4,5,5
2180,D,Dd;E,Karsdorp,Roma,2,10,-8,2,10,-8,3,3
2252,D,Ds;Dc,Marchizza,Sassuolo,2,2,0,2,2,0,4,4
2279,D,Dc,Romagna,Sassuolo,2,1,1,2,1,1,1,1
2446,D,Dd;Dc,Donati,Monza,2,4,-2,2,4,-2,5,5
4401,D,Dc,Gabbia,Milan,2,1,1,2,1,1,2,2
4960,D,Dc,Tuia,Lecce,2,3,-1,2,3,-1,4,4
4983,D,Dd;Ds;E,Ferrer,Spezia,2,3,-1,1,4,-3,3,4
5313,D,Dd;Ds;E,Dest,Milan,2,5,-3,1,6,-5,5,5
5354,D,Ds;E,Ruggeri,Atalanta,2,1,1,2,1,1,8,8
5399,D,Dc,Antov,Monza,2,1,1,2,1,1,1,1
5603,D,Dc,Pongracic,Lecce,2,6,-4,2,6,-4,3,3
5686,D,Dd;E,Soppy,Atalanta,2,7,-5,2,7,-5,4,4
5747,D,Dc,Ruan,Sassuolo,2,3,-1,2,3,-1,12,12
5750,D,Dc,Ostigard,Napoli,2,7,-5,2,7,-5,6,6
5833,D,Dc,Gila,Lazio,2,4,-2,2,4,-2,2,2
5846,D,E,Bayeye,Torino,2,1,1,2,1,1,1,1
6013,D,Dd;Ds;E,Barbieri,Juventus,2,1,1,2,1,1,1,1
6028,D,Dd;Dc,Bronn,Salernitana,2,5,-3,2,5,-3,6,6
11,D,Dd;E,Conti,Sampdoria,1,3,-2,1,3,-2,1,1
76,D,Dc,Romagnoli S.,Lecce,1,3,-2,1,3,-2,4,4
84,D,Dc,Marrone,Monza,1,4,-3,1,4,-3,1,1
329,D,Ds;Dc,Radu,Lazio,1,2,-1,1,2,-1,1,1
464,D,Dd;E,Florenzi,Milan,1,7,-6,1,7,-6,2,2
630,D,E;C,Sala,Spezia,1,5,-4,1,6,-5,3,4
633,D,Ds;E,Fares,Lazio,1,2,-1,1,2,-1,1,1
1847,D,Dc,Caldara,Spezia,1,6,-5,1,6,-5,8,8
4438,D,Dd;Ds;E,Cassandro,Lecce,1,1,0,1,1,0,1,1
4495,D,Dc,Kumbulla,Roma,1,4,-3,1,4,-3,4,4
4521,D,Dd;E,Muldur,Sassuolo,1,5,-4,1,5,-4,2,2
4870,D,Dc,Adopo,Torino,1,1,0,1,1,0,4,4
5424,D,Dd;Dc,Amey,Bologna,1,1,0,1,1,0,1,1
5691,D,Dc,Zima,Torino,1,5,-4,1,5,-4,4,4
5739,D,Dd;Dc,De Winter,Empoli,1,4,-3,1,5,-4,8,8
5740,D,Dd;E,Zanotti,Inter,1,1,0,1,1,0,1,1
5849,D,Ds;E,Buta,Udinese,1,1,0,1,1,0,1,1
5994,D,Ds;E,Ebosse,Udinese,1,4,-3,1,4,-3,1,1
6043,D,Dc,Sosa,Bologna,1,2,-1,1,2,-1,1,1
6056,D,Dc,Guarino,Empoli,1,1,0,1,1,0,1,1
6118,D,Ds;E,Moutinho J.,Spezia,1,2,-1,1,2,-1,3,3
6139,D,Dd;E,Zeefuik,Verona,1,4,-3,1,4,-3,2,2
6149,D,Ds;E,Carboni F.,Monza,1,1,0,1,1,0,1,1
5839,C,W;A,Kvaratskhelia,Napoli,33,18,15,33,18,15,238,238
632,C,W;A,Zaccagni,Lazio,28,20,8,28,20,8,180,180
645,C,C;T,Milinkovic-Savic,Lazio,25,29,-4,25,29,-4,193,193
335,C,W;A,Felipe Anderson,Lazio,23,19,4,23,19,4,96,96
795,C,W;A,El Shaarawy,Roma,23,9,14,23,9,14,44,44
2379,C,C,Rabiot,Juventus,23,7,16,23,7,16,78,78
2085,C,T,Luis Alberto,Lazio,22,18,4,22,17,5,88,88
2167,C,W;A,Orsolini,Bologna,22,15,7,22,15,7,92,92
4486,C,W,Strefezza,Lecce,22,13,9,22,13,9,78,78
5685,C,C;T,Koopmeiners,Atalanta,22,15,7,22,15,7,70,70
1870,C,C,Barella,Inter,21,20,1,21,19,2,73,73
5687,C,W;T,Vlasic,Torino,21,15,6,21,15,6,68,68
152,C,C;T,Zielinski,Napoli,20,19,1,20,19,1,61,61
302,C,W;T,Pereyra,Udinese,20,18,2,20,18,2,64,67
332,C,W,Candreva,Salernitana,20,17,3,20,17,3,62,62
2848,C,C,Frattesi,Sassuolo,20,16,4,20,16,4,68,68
4825,C,W;T,Diaz B.,Milan,20,11,9,20,11,9,54,56
5001,C,T;A,Miranchuk,Torino,20,8,12,20,8,12,42,42
5858,C,C;T,Ferguson,Bologna,20,5,15,20,5,15,54,54
5880,C,T;A,Ciurria,Monza,20,3,17,20,3,17,34,32
236,C,E;W,Lazovic,Verona,19,13,6,19,13,6,41,41
2194,C,T,Calhanoglu,Inter,19,19,0,19,18,1,61,61
4479,C,C;T,Elmas,Napoli,19,11,8,19,11,8,38,38
5850,C,C;T,Lovric,Udinese,19,6,13,19,6,13,58,58
4220,C,M;C,Zambo Anguissa,Napoli,18,11,7,18,12,6,40,40
5119,C,T,Samardzic,Udinese,18,8,10,18,8,10,22,20
5823,C,T;A,Baldanzi,Empoli,17,1,16,17,1,16,37,37
367,C,C;W;T,Bonaventura,Fiorentina,16,14,2,16,16,0,41,41
2741,C,C;T,Pessina,Monza,16,13,3,16,13,3,43,43
4449,C,M;C,Tonali,Milan,16,16,0,16,16,0,50,56
4711,C,E;W,Kostic,Juventus,16,15,1,17,18,-1,64,64
265,C,M;C,Brozovic,Inter,15,15,0,15,15,0,27,30
376,C,W;T,Verdi,Verona,15,13,2,15,13,2,22,22
2002,C,W;A,Chiesa,Juventus,15,25,-10,15,25,-10,35,35
4287,C,M;C,Lobotka,Napoli,15,11,4,15,12,3,50,50
4465,C,C;T,Fagioli,Juventus,15,3,12,15,3,12,29,29
4970,C,W,Messias,Milan,14,14,0,14,14,0,20,18
5878,C,C;T,Colpani,Monza,14,4,10,14,4,10,12,12
530,C,T,Pellegrini Lo.,Roma,13,27,-14,13,26,-13,64,64
536,C,W;A,Politano,Napoli,13,15,-2,13,15,-2,28,28
2077,C,T,Pasalic,Atalanta,13,22,-9,13,21,-8,40,36
2528,C,M,Matic,Roma,13,7,6,13,7,6,21,21
2529,C,T;A,Mkhitaryan,Inter,13,16,-3,13,16,-3,33,30
2638,C,C;T,Wijnaldum,Roma,13,17,-4,13,17,-4,47,47
2818,C,M;C,Bennacer,Milan,13,10,3,13,10,3,28,31
4658,C,W;A,Ikone',Fiorentina,13,14,-1,13,14,-1,30,30
4869,C,M;C,Dominguez,Bologna,13,8,5,13,9,4,33,35
5063,C,W,Radonjic,Torino,13,7,6,13,7,6,21,21
6054,C,M;C,Moro N.,Bologna,13,5,8,12,6,6,13,14
22,C,M,De Roon,Atalanta,12,7,5,12,7,5,22,25
150,C,W;T,Saponara,Fiorentina,12,11,1,12,11,1,17,19
303,C,C;T,Pogba,Juventus,12,24,-12,12,24,-12,10,10
5007,C,C;T,Ilic,Torino,12,13,-1,12,13,-1,28,28
5453,C,M;C,Ricci S.,Torino,12,7,5,12,7,5,37,37
5504,C,M;C,Coulibaly L.,Salernitana,12,6,6,12,6,6,18,18
5511,C,M;C,Matheus Henrique,Sassuolo,12,6,6,12,7,5,20,23
1933,C,M;C,Mandragora,Fiorentina,11,9,2,11,9,2,22,25
1978,C,C;T,Sensi,Monza,11,12,-1,11,12,-1,14,14
2172,C,T,Barak,Fiorentina,11,22,-11,10,21,-11,21,18
6061,C,W;A,Oudin,Lecce,11,5,6,11,5,6,14,14
827,C,M;C,Locatelli,Juventus,10,14,-4,10,14,-4,29,33
2117,C,C;T,Kastanos,Salernitana,10,5,5,10,5,5,11,11
4377,C,C;T,Castrovilli,Fiorentina,10,9,1,10,9,1,25,25
4459,C,M;C,Rovella,Monza,10,3,7,10,3,7,16,17
4892,C,W,Saelemaekers,Milan,10,8,2,10,8,2,20,18
4965,C,M;C,Marin,Empoli,10,7,3,10,8,2,13,15
5422,C,E;W,Zalewski,Roma,10,7,3,10,7,3,16,17
5451,C,T,Bajrami,Sassuolo,10,18,-8,10,17,-7,16,16
5792,C,C;T,Ederson D.s.,Atalanta,10,13,-3,10,13,-3,21,21
5870,C,M;C,Hjulmand,Lecce,10,6,4,10,7,3,22,26
5995,C,T;A,De Ketelaere,Milan,10,21,-11,10,20,-10,12,12
6025,C,E;C,Vilhena,Salernitana,10,8,2,10,9,1,21,24
6112,C,W;A,Iling Junior,Juventus,10,1,9,10,1,9,3,3
181,C,M;C,Vecino,Lazio,9,6,3,9,7,2,10,11
2825,C,M;C,Bourabia,Spezia,9,4,5,9,4,5,12,12
4896,C,T;A,Maldini,Spezia,9,2,7,9,2,7,2,2
5423,C,C,Bove,Roma,9,1,8,9,1,8,5,5
5844,C,C;T,Thorstvedt,Sassuolo,9,9,0,9,9,0,8,8
779,C,M;C,Cristante,Roma,8,9,-1,8,9,-1,20,22
2253,C,C,Bandinelli,Empoli,8,6,2,8,5,3,10,10
2392,C,M,Walace,Udinese,8,7,1,8,7,1,12,12
2625,C,C;T,Soriano,Bologna,8,12,-4,8,12,-4,3,4
4393,C,M;C,Schouten,Bologna,8,8,0,8,9,-1,14,16
4515,C,T;A,Agudelo,Spezia,8,9,-1,7,8,-1,13,12
5286,C,M;C,Akpa Akpro,Empoli,8,2,6,7,3,4,9,9
5688,C,M;C,Harroui,Sassuolo,8,2,6,8,2,6,10,10
5869,C,M;C,Blin,Lecce,8,2,6,8,2,6,10,10
333,C,M;C,Cataldi,Lazio,7,8,-1,7,8,-1,12,13
526,C,M;C,Duncan,Fiorentina,7,7,0,7,7,0,7,7
697,C,E;W,Cuadrado,Juventus,7,15,-8,7,15,-8,22,22
2008,C,C,Linetty,Torino,7,5,2,7,4,3,11,11
2839,C,W;A,Sottil,Fiorentina,7,8,-1,7,8,-1,10,10
4992,C,W;A,Gyasi,Spezia,7,10,-3,7,10,-3,10,10
5287,C,M;C,Arslan,Udinese,7,6,1,7,6,1,8,8
5705,C,M;C,Galdames,Cremonese,7,3,4,7,3,4,8,8
5813,C,C;T,Miretti,Juventus,7,2,5,7,2,5,8,8
5863,C,M;C,Castagnetti,Cremonese,7,4,3,7,5,2,5,5
5999,C,C,Gonzalez J.,Lecce,7,2,5,7,2,5,8,8
27,C,M;C,Grassi,Empoli,6,6,0,6,7,-1,3,4
148,C,C;T,Krunic,Milan,6,7,-1,6,6,0,13,13
2161,C,C,Haas,Empoli,6,3,3,6,3,3,6,6
2334,C,W,Leris,Sampdoria,6,3,3,6,3,3,9,9
2391,C,M;C,Ekdal,Spezia,6,7,-1,6,7,-1,12,12
2789,C,M;C,Meite',Cremonese,6,7,-1,6,8,-2,7,8
4342,C,T,Duda,Verona,6,9,-3,6,8,-2,13,13
4364,C,C;T,Gaetano,Napoli,6,4,2,6,4,2,5,5
