Quotazioni Fantacalcio Stagione 2019 20,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
1876,D,Ds;E,Pajac,Genoa,1,5,-4,1,5,-4,0,0
2168,D,Dc,Musacchio,Milan,1,7,-6,1,7,-6,0,0
2171,D,Dc,Lyanco,Torino,1,8,-7,1,8,-7,0,0
2783,D,Dc,Bianda,Roma,1,1,0,1,1,0,0,0
2860,D,Dd;E,Malcuit,Napoli,1,8,-7,1,8,-7,0,0
4365,D,Dc,Corbo,Bologna,1,1,0,1,1,0,0,0
4366,D,Dd;Ds;Dc,Armini,Lazio,1,1,0,1,1,0,0,0
4375,D,Ds;E,Terzic,Fiorentina,1,1,0,1,1,0,0,0
4397,D,Dc,Vavro,Lazio,1,9,-8,1,9,-8,0,0
4406,D,Ds;E,Tripaldelli,Sassuolo,1,2,-1,1,2,-1,0,0
4420,D,Ds;Dc,Bocchetti,Verona,1,7,-6,1,7,-6,0,0
4432,D,Dc,Okoli,Atalanta,1,1,0,1,1,0,0,0
4467,D,Dc,Jorge Silva,Lazio,1,2,-1,1,1,0,0,0
4481,D,Dd;E,Bouah,Roma,1,1,0,1,1,0,0,0
4493,D,Dc,Dawidowicz,Verona,1,5,-4,1,5,-4,0,0
4494,D,Ds;Dc,Empereur,Verona,1,4,-3,1,4,-3,0,0
4509,D,Dc,Cipriano,Lazio,1,1,0,1,1,0,0,0
4511,D,Dc,Duarte,Milan,1,9,-8,1,9,-8,0,0
4519,D,Dc,Cetin,Roma,1,5,-4,1,5,-4,0,0
4528,D,Dd;E,Gasolina Wesley,Juventus,1,1,0,1,1,0,0,0
4881,D,Ds;E,Czyborra,Atalanta,1,4,-3,1,4,-3,0,0
4887,D,Dd;E,Bellanova,Atalanta,1,1,0,1,1,0,0,0
4897,D,Dc,Pirola,Inter,1,1,0,1,1,0,0,0
4917,D,Dc,Prodl,Udinese,1,4,-3,1,4,-3,0,0
26,C,T;A,Gomez,Atalanta,30,26,4,30,27,3,0,0
2085,C,T,Luis Alberto,Lazio,27,20,7,27,19,8,0,0
2833,C,C;T,Kulusevski,Parma,27,4,23,27,4,23,0,0
65,C,T,Mancosu,Lecce,25,8,17,25,8,17,0,0
2529,C,T;A,Mkhitaryan,Roma,25,14,11,25,15,10,0,0
2194,C,T,Calhanoglu,Milan,24,13,11,24,12,12,0,0
2002,C,W;A,Chiesa,Fiorentina,23,26,-3,23,27,-4,0,0
467,C,C;T,Nainggolan,Cagliari,22,16,6,22,16,6,0,0
1996,C,T;A,De Paul,Udinese,21,22,-1,21,22,-1,0,0
4427,C,C;T,Malinovskyi,Atalanta,21,11,10,21,11,10,0,0
2077,C,C;T,Pasalic,Atalanta,20,9,11,20,9,11,0,0
332,C,E;W,Candreva,Inter,19,7,12,20,9,11,0,0
645,C,C;T,Milinkovic-Savic,Lazio,19,23,-4,19,23,-4,0,0
265,C,C,Brozovic,Inter,17,11,6,17,11,6,0,0
644,C,M;C,Pulgar,Fiorentina,17,12,5,17,13,4,0,0
2205,C,W,Berenguer,Torino,17,8,9,17,8,9,0,0
2215,C,C,Veretout,Roma,17,14,3,17,14,3,0,0
2287,C,T,Ramirez,Sampdoria,17,10,7,17,9,8,0,0
2409,C,W;A,Ribery,Fiorentina,17,19,-2,17,19,-2,0,0
4377,C,C;T,Castrovilli,Fiorentina,17,7,10,17,7,10,0,0
236,C,E;W,Lazovic,Verona,16,7,9,16,8,8,0,0
1986,C,M;C,Fofana,Udinese,16,11,5,16,12,4,0,0
1995,C,T,Djuricic,Sassuolo,16,5,11,15,4,11,0,0
2741,C,C,Pessina,Verona,16,3,13,16,3,13,0,0
2766,C,T,Zaniolo,Roma,16,16,0,16,16,0,0,0
406,C,W,Callejon,Napoli,15,18,-3,15,19,-4,0,0
469,C,C,Pjanic,Juventus,15,16,-1,15,15,0,0,0
234,C,M;C,Kucka,Parma,14,12,2,15,14,1,0,0
367,C,C;W;T,Bonaventura,Milan,14,16,-2,14,18,-4,0,0
530,C,C;T,Pellegrini Lo.,Roma,14,13,1,14,13,1,0,0
706,C,E,Ansaldi,Torino,14,13,1,14,15,-1,0,0
2011,C,M;C,Miguel Veloso,Verona,14,5,9,14,5,9,0,0
2625,C,T,Soriano,Bologna,14,14,0,15,13,2,0,0
2857,C,C;T,Traore' Hj.,Sassuolo,14,11,3,14,11,3,0,0
4514,C,M;C,Nandez,Cagliari,14,10,4,14,12,2,0,0
237,C,W,Perotti,Roma,13,14,-1,13,14,-1,0,0
2556,C,T,Eriksen,Inter,13,23,-10,13,23,-10,0,0
2775,C,C;T,Ruiz,Napoli,13,17,-4,13,17,-4,0,0
152,C,C;T,Zielinski,Napoli,12,17,-5,12,17,-5,0,0
632,C,C;T,Zaccagni,Verona,12,9,3,12,9,3,0,0
788,C,C,Freuler,Atalanta,12,13,-1,12,13,-1,0,0
2008,C,C,Linetty,Sampdoria,12,11,1,12,11,1,0,0
28,C,C;T,Kurtic,Parma,11,16,-5,11,16,-5,0,0
376,C,W;A,Verdi,Torino,11,17,-6,11,17,-6,0,0
526,C,M;C,Duncan,Fiorentina,11,10,1,11,10,1,0,0
827,C,M;C,Locatelli,Sassuolo,11,11,0,11,12,-1,0,0
1850,C,C,Kessie',Milan,11,13,-2,11,12,-1,0,0
1978,C,C,Sensi,Inter,11,13,-2,11,13,-2,0,0
2166,C,C,Bentancur,Juventus,11,8,3,11,7,4,0,0
2200,C,W,Douglas Costa,Juventus,11,14,-3,11,14,-3,0,0
2263,C,E,Lazzari,Lazio,11,15,-4,11,17,-6,0,0
2692,C,W;A,Castillejo,Milan,11,10,1,11,10,1,0,0
4449,C,M;C,Tonali,Brescia,11,6,5,11,7,4,0,0
4522,C,E;M,Amrabat,Verona,11,4,7,11,5,6,0,0
22,C,M;C,De Roon,Atalanta,10,11,-1,10,12,-2,0,0
697,C,E;W,Cuadrado,Juventus,10,9,1,10,9,1,0,0
1987,C,C,Jankto,Sampdoria,10,9,1,10,9,1,0,0
2201,C,W;A,Under,Roma,10,18,-8,10,18,-8,0,0
2472,C,T,Ramsey,Juventus,10,18,-8,10,17,-7,0,0
2779,C,W,Kluivert,Roma,10,16,-6,10,17,-7,0,0
600,C,C;T,Verre,Verona,9,6,3,9,6,3,0,0
801,C,M;C,Gagliardini,Inter,9,8,1,10,9,1,0,0
2488,C,E;W,Moses,Inter,9,8,1,9,9,0,0,0
4512,C,C,Schone,Genoa,9,11,-2,9,10,-1,0,0
4524,C,E,Sema,Udinese,9,5,4,9,5,4,0,0
112,C,C;T,Castro,SPAL,8,13,-5,8,13,-5,0,0
150,C,T,Saponara,Lecce,8,10,-2,8,11,-3,0,0
1870,C,M;C,Barella,Inter,8,15,-7,8,18,-10,0,0
2076,C,C,Rog,Cagliari,8,10,-2,8,10,-2,0,0
2172,C,T,Barak,Lecce,8,11,-3,8,10,-2,0,0
2187,C,W,Borini,Verona,8,5,3,8,5,3,0,0
2188,C,E,Marusic,Lazio,8,5,3,8,5,3,0,0
2818,C,M;C,Bennacer,Milan,8,10,-2,8,12,-4,0,0
4287,C,M;C,Lobotka,Napoli,8,9,-1,8,9,-1,0,0
4423,C,M;C,Hernani,Parma,8,6,2,8,7,1,0,0
4486,C,E;W,Strefezza,SPAL,8,1,7,8,1,7,0,0
58,C,M;C,Diawara,Roma,7,8,-1,7,9,-2,0,0
172,C,C,Borja Valero,Inter,7,3,4,7,3,4,0,0
179,C,C,Petriccione,Lecce,7,6,1,7,5,2,0,0
238,C,M,Rincon,Torino,7,8,-1,7,10,-3,0,0
374,C,M;C,Poli,Bologna,7,9,-2,7,10,-3,0,0
2274,C,C;T,Valoti,SPAL,7,6,1,7,6,1,0,0
2306,C,M;C,Matuidi,Juventus,7,12,-5,7,13,-6,0,0
2379,C,C,Rabiot,Juventus,7,14,-7,7,14,-7,0,0
4725,C,M,Demme,Napoli,7,8,-1,7,8,-1,0,0
4892,C,E;W,Saelemaekers,Milan,7,5,2,7,5,2,0,0
21,C,E,D'alessandro,SPAL,6,7,-1,6,7,-1,0,0
181,C,M;C,Vecino,Inter,6,8,-2,6,9,-3,0,0
529,C,M;C,Missiroli,SPAL,6,6,0,6,7,-1,0,0
1857,C,W,Di Francesco F.,SPAL,6,11,-5,6,11,-5,0,0
2744,C,C,Svanberg,Bologna,6,3,3,6,3,3,0,0
4475,C,C;T,Majer,Lecce,6,5,1,6,5,1,0,0
4479,C,C;T,Elmas,Napoli,6,7,-1,6,7,-1,0,0
4513,C,C;W,Zmrhal,Brescia,6,7,-1,6,8,-2,0,0
4869,C,C,Dominguez,Bologna,6,7,-1,6,7,-1,0,0
333,C,M;C,Cataldi,Lazio,5,5,0,6,6,0,0,0
342,C,M;C,Parolo,Lazio,5,14,-9,5,15,-10,0,0
397,C,M;C,Allan,Napoli,5,14,-9,5,16,-11,0,0
430,C,M;C,Brugman,Parma,5,5,0,5,5,0,0,0
779,C,C,Cristante,Roma,5,10,-5,5,9,-4,0,0
1872,C,E;M,Dessena,Brescia,5,4,1,5,5,0,0,0
2209,C,M;C,Lucas Leiva,Lazio,5,9,-4,5,10,-5,0,0
2391,C,M;C,Ekdal,Sampdoria,5,7,-2,6,8,-2,0,0
2802,C,C,Barilla',Parma,5,8,-3,5,7,-2,0,0
2804,C,M;C,Scozzarella,Parma,5,4,1,5,4,1,0,0
4400,C,M;C,Shakhov,Lecce,5,5,0,5,5,0,0,0
4886,C,T;A,Pereiro,Cagliari,5,7,-2,5,7,-2,0,0
20,C,M;C,Cigarini,Cagliari,4,6,-2,4,7,-3,0,0
27,C,C,Grassi,Parma,4,8,-4,4,7,-3,0,0
272,C,M,Medel,Bologna,4,5,-1,4,5,-1,0,0
405,C,C,Valdifiori,SPAL,4,3,1,4,2,2,0,0
434,C,M;C,Jajalo,Udinese,4,4,0,4,5,-1,0,0
556,C,C;T,Baselli,Torino,4,10,-6,4,10,-6,0,0
557,C,C,Benassi,Fiorentina,4,15,-11,4,14,-10,0,0
627,C,C;T,Ionita,Cagliari,4,8,-4,4,8,-4,0,0
1933,C,M;C,Mandragora,Udinese,4,8,-4,4,9,-5,0,0
2009,C,C,Lukic,Torino,4,5,-1,4,5,-1,0,0
2116,C,E;C,Farago',Cagliari,4,4,0,4,4,0,0,0
2334,C,C;W,Leris,Sampdoria,4,5,-1,4,5,-1,0,0
2659,C,M;C,Dabo,SPAL,4,3,1,4,3,1,0,0
4330,C,M;C,Lerager,Genoa,4,6,-2,4,7,-3,0,0
4384,C,C,Jagiello,Genoa,4,5,-1,4,4,0,0,0
