Quotazioni Fantacalcio Stagione 2017 18,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
285,D,Dc,Barzagli,Juventus,6,7,-1,6,7,-1,0,0
329,D,Ds;Dc,Radu,Lazio,6,7,-1,6,7,-1,0,0
552,D,Ds;Dc,Moretti,Torino,6,4,2,6,4,2,0,0
787,D,Dc,Djimsiti,Benevento,6,2,4,6,2,4,0,0
790,D,Ds;Dc,Samir,Udinese,6,8,-2,6,9,-3,0,0
1865,D,Ds;Dc,Capuano,Crotone,6,3,3,6,3,3,0,0
1895,D,Dc,Ferrari G.,Sampdoria,6,6,0,6,6,0,0,0
2062,D,Dc,Bastos,Lazio,6,4,2,6,4,2,0,0
2083,D,Dd;Dc,Biraschi,Genoa,6,5,1,6,6,0,0,0
2104,D,Dd;E,Bereszynski,Sampdoria,6,4,2,6,4,2,0,0
2165,D,Dc,Vitor Hugo,Fiorentina,6,8,-2,6,8,-2,0,0
2197,D,Dd;E,Castagne,Atalanta,6,6,0,6,6,0,0,0
2653,D,Ds;E,Lykogiannis,Cagliari,6,3,3,6,3,3,0,0
45,D,Dd;Dc,Ferrari A.,Verona,5,6,-1,5,6,-1,0,0
50,D,Dd;Ds;E,Mbaye,Bologna,5,4,1,5,4,1,0,0
54,D,Dd;Dc,Rossettini,Genoa,5,6,-1,5,6,-1,0,0
251,D,Dc,Andreolli,Cagliari,5,8,-3,5,8,-3,0,0
256,D,Ds;Dc,Juan Jesus,Roma,5,6,-1,5,6,-1,0,0
261,D,Dc,Ranocchia,Inter,5,2,3,5,2,3,0,0
292,D,Dd;E,Lichtsteiner,Juventus,5,9,-4,5,9,-4,0,0
295,D,Ds;E,Asamoah,Juventus,5,5,0,5,5,0,0,0
353,D,Dd;E,Abate,Milan,5,4,1,5,4,1,0,0
358,D,Dd;Ds;E,De Sciglio,Juventus,5,6,-1,6,7,-1,0,0
365,D,Dc,Zapata C.,Milan,5,4,1,5,4,1,0,0
390,D,Ds;E,Ghoulam,Napoli,5,9,-4,5,9,-4,0,0
521,D,Ds;Dc,Peluso,Sassuolo,5,7,-2,5,7,-2,0,0
546,D,Dd;E,Bruno Peres,Roma,5,10,-5,5,10,-5,0,0
575,D,Ds;E,Adnan,Udinese,5,3,2,5,3,2,0,0
615,D,Dc,Helander,Bologna,5,3,2,5,3,2,0,0
824,D,Dd;E,Adjapong,Sassuolo,5,3,2,5,3,2,0,0
1869,D,Dd;Ds;Dc,Pisacane,Cagliari,5,6,-1,5,8,-3,0,0
1898,D,Dd;Ds;E,Sampirisi,Crotone,5,5,0,6,6,0,0,0
1952,D,Dd;Ds;E,Zampano,Udinese,5,4,1,5,4,1,0,0
2006,D,Dd;E,Lirola,Sassuolo,5,6,-1,5,6,-1,0,0
2141,D,Dd;E;M,Depaoli,Chievo,5,1,4,5,1,4,0,0
2164,D,Dc,Milenkovic,Fiorentina,5,3,2,5,3,2,0,0
2279,D,Dc,Romagna,Cagliari,5,3,2,5,3,2,0,0
2656,D,Dc,Vukovic,Verona,5,3,2,5,3,2,0,0
2662,D,Ds;Dc,Tosca,Benevento,5,4,1,5,4,1,0,0
76,D,Dc,Romagnoli S.,Bologna,4,2,2,4,2,2,0,0
104,D,Dc,Gamberini,Chievo,4,7,-3,4,7,-3,0,0
141,D,Dd;E,Laurini,Fiorentina,4,3,1,4,3,1,0,0
226,D,Dd;Dc,Izzo,Genoa,4,7,-3,4,7,-3,0,0
418,D,Dc,Goldaniga,Sassuolo,4,6,-2,4,6,-2,0,0
419,D,Dc,Gonzalez G,Bologna,4,5,-1,4,5,-1,0,0
455,D,Dc,Castan,Cagliari,4,1,3,4,1,3,0,0
517,D,Ds;Dc,Dell'orco,Sassuolo,4,3,1,4,3,1,0,0
551,D,Ds;E,Molinaro,Torino,4,4,0,4,4,0,0,0
729,D,Dd;E,Pereira P.,Genoa,4,5,-1,4,5,-1,0,0
765,D,Dc,Ajeti,Crotone,4,3,1,4,3,1,0,0
1868,D,Ds;E,Murru,Sampdoria,4,7,-3,4,7,-3,0,0
2037,D,Ds;E,Miangue,Cagliari,4,6,-2,4,6,-2,0,0
2174,D,Dd;E,Venuti,Benevento,4,4,0,4,4,0,0,0
2177,D,Dd;E,Gaspar B,Fiorentina,4,7,-3,4,7,-3,0,0
2285,D,Dd;Dc,Bani,Chievo,4,2,2,4,2,2,0,0
2289,D,Ds;E,Dalbert,Inter,4,9,-5,4,9,-5,0,0
2318,D,Ds;E,Rogerio,Sassuolo,4,3,1,4,3,1,0,0
2320,D,Dc,Andersen,Sampdoria,4,3,1,4,3,1,0,0
2322,D,Dd;Dc,Howedes,Juventus,4,10,-6,4,10,-6,0,0
2335,D,Dc,Luiz Felipe,Lazio,4,1,3,4,1,3,0,0
11,D,Dd;E,Conti,Milan,3,13,-10,3,13,-10,0,0
144,D,Dc,Tonelli,Napoli,3,4,-1,3,4,-1,0,0
198,D,Dd;E,Rosi,Genoa,3,3,0,3,3,0,0,0
262,D,Dd;Ds;E,Santon,Inter,3,3,0,3,4,-1,0,0
319,D,Dd;E,Basta,Lazio,3,6,-3,3,6,-3,0,0
327,D,Dd;Ds;E,Patric,Lazio,3,2,1,3,3,0,0,0
394,D,Dd;E,Maggio,Napoli,3,3,0,3,3,0,0,0
395,D,Ds;E,Strinic,Sampdoria,3,2,1,3,2,1,0,0
461,D,Dd;Ds;E,Torosidis,Bologna,3,3,0,3,3,0,0,0
490,D,Ds;Dc,Regini,Sampdoria,3,5,-2,3,5,-2,0,0
583,D,Dc,Heurtaux,Verona,3,7,-4,3,7,-4,0,0
622,D,Ds;E,Souprayen,Verona,3,7,-4,3,7,-4,0,0
630,D,Dd;E,Sala,Sampdoria,3,4,-1,3,4,-1,0,0
1979,D,Ds;E,Barreca,Torino,3,7,-4,3,7,-4,0,0
2129,D,Dc,Simic L,SPAL,3,2,1,3,2,1,0,0
2168,D,Dc,Musacchio,Milan,3,10,-7,3,10,-7,0,0
2192,D,Dc,Bonifazi,Torino,3,4,-1,3,4,-1,0,0
2208,D,Ds;E,Jaroszynski,Chievo,3,3,0,3,3,0,0,0
2296,D,Dc,Mancini,Atalanta,3,2,1,3,2,1,0,0
2660,D,Ds;E,Silva J,Roma,3,4,-1,3,4,-1,0,0
138,D,Ds;Dc,Costa,Benevento,2,5,-3,2,6,-4,0,0
420,D,Ds;E,Lazaar,Benevento,2,6,-4,2,6,-4,0,0
491,D,Dc,Salamon,SPAL,2,1,1,2,1,1,0,0
640,D,Dc,Chiriches,Napoli,2,5,-3,2,5,-3,0,0
663,D,Dd;E,Krafth,Bologna,2,4,-2,2,4,-2,0,0
2007,D,Dc,Wallace,Lazio,2,6,-4,2,6,-4,0,0
2015,D,Dd;Dc,Letschert,Sassuolo,2,4,-2,2,4,-2,0,0
2087,D,Ds;E,Olivera M.,Fiorentina,2,6,-4,2,6,-4,0,0
2120,D,Dc,Bastoni,Atalanta,2,1,1,2,1,1,0,0
2171,D,Dc,Lyanco,Torino,2,8,-6,2,8,-6,0,0
2206,D,Ds;E,Felicioli,Verona,2,2,0,2,2,0,0,0
2239,D,Dd;E,Gyamfi,Benevento,2,1,1,2,1,1,0,0
2241,D,Dc,Lucioni,Benevento,2,6,-4,2,6,-4,0,0
2329,D,Ds;E,Keita C,Bologna,2,3,-1,2,3,-1,0,0
2336,D,Dd;E,Bearzotti,Verona,2,1,1,2,1,1,0,0
2651,D,Dc,Lisandro Lopez,Inter,2,5,-3,2,5,-3,0,0
2664,D,Dc,El Yamiq,Genoa,2,1,1,2,1,1,0,0
13,D,Ds;E,Drame',SPAL,1,1,0,1,1,0,0,0
100,D,Dc,Cesar,Chievo,1,5,-4,1,5,-4,0,0
197,D,Ds;E,Pavlovic D.,Crotone,1,3,-2,1,3,-2,0,0
323,D,Dc,Gentiletti,Genoa,1,3,-2,1,3,-2,0,0
356,D,Ds;E,Antonelli,Milan,1,4,-3,1,4,-3,0,0
362,D,Dc,Simic S,Crotone,1,2,-1,1,2,-1,0,0
514,D,Dd;Dc,Antei,Benevento,1,2,-1,1,2,-1,0,0
612,D,Dc,Bianchetti,Verona,1,6,-5,1,6,-5,0,0
770,D,Dd;Ds;E,Pezzella Giu.,Udinese,1,4,-3,1,5,-4,0,0
1856,D,Dc,Boldor,Verona,1,1,0,1,1,0,0,0
1984,D,Dc,Angella,Udinese,1,4,-3,1,4,-3,0,0
2052,D,Dc,Gomez G,Milan,1,3,-2,1,3,-2,0,0
2060,D,Ds;E,Milic,Napoli,1,3,-2,1,3,-2,0,0
2180,D,Dd;E,Karsdorp,Roma,1,9,-8,1,9,-8,0,0
2212,D,Dc,Vaisanen,SPAL,1,4,-3,1,4,-3,0,0
2216,D,Ds;E,Konate,SPAL,1,3,-2,1,3,-2,0,0
2303,D,Ds;E,Migliore,Genoa,1,4,-3,1,4,-3,0,0
2312,D,Dc,Hristov,Fiorentina,1,1,0,1,1,0,0,0
2313,D,Dd;E,Tomic,Sampdoria,1,1,0,1,1,0,0,0
2330,D,Dc,Mikulic,Sampdoria,1,1,0,1,1,0,0,0
2644,D,Dc,Billong,Benevento,1,3,-2,1,3,-2,0,0
2663,D,Dc,Tanasijevic,Chievo,1,1,0,1,1,0,0,0
376,C,T;A,Verdi,Bologna,22,16,6,22,17,5,0,0
402,C,C;T,Hamsik,Napoli,22,26,-4,22,26,-4,0,0
645,C,C;T,Milinkovic-Savic,Lazio,22,14,8,22,13,9,0,0
704,C,W;A,Perisic,Inter,22,22,0,22,22,0,0,0
2200,C,W;A,Douglas Costa,Juventus,22,17,5,22,18,4,0,0
177,C,T;A,Ilicic,Atalanta,21,12,9,20,11,9,0,0
467,C,M;C,Nainggolan,Roma,21,26,-5,22,28,-6,0,0
375,C,T;A,Suso,Milan,19,18,1,18,17,1,0,0
469,C,C;T,Pjanic,Juventus,19,17,2,18,16,2,0,0
152,C,C;T,Zielinski,Napoli,18,17,1,18,17,1,0,0
2002,C,W;A,Chiesa,Fiorentina,18,14,4,18,14,4,0,0
2085,C,C;T,Luis Alberto,Lazio,18,4,14,18,4,14,0,0
367,C,C;W;T,Bonaventura,Milan,17,16,1,18,18,0,0,0
2194,C,T,Calhanoglu,Milan,17,15,2,17,14,3,0,0
2655,C,C;W;T,Rafinha,Inter,17,14,3,17,14,3,0,0
184,C,W;A,Bernardeschi,Juventus,16,20,-4,15,19,-4,0,0
299,C,M;C,Khedira,Juventus,16,14,2,17,15,2,0,0
335,C,W;A,Felipe Anderson,Lazio,16,18,-2,17,19,-2,0,0
397,C,M;C,Allan,Napoli,16,9,7,16,10,6,0,0
779,C,M;C,Cristante,Atalanta,15,8,7,15,8,7,0,0
788,C,M;C,Freuler,Atalanta,15,9,6,15,10,5,0,0
265,C,C;T,Brozovic,Inter,14,9,5,14,8,6,0,0
2209,C,M;C,Lucas Leiva,Lazio,14,10,4,14,10,4,0,0
111,C,T,Birsa,Chievo,13,13,0,13,13,0,0,0
332,C,W,Candreva,Inter,13,15,-2,13,15,-2,0,0
1996,C,W;T,De Paul,Udinese,13,12,1,13,12,1,0,0
2215,C,C;T,Veretout,Fiorentina,13,10,3,13,10,3,0,0
27,C,C,Grassi,SPAL,12,6,6,12,5,7,0,0
237,C,W;T,Perotti,Roma,12,15,-3,14,17,-3,0,0
1850,C,M;C,Kessie',Milan,12,12,0,12,13,-1,0,0
2201,C,W,Under,Roma,12,10,2,12,10,2,0,0
2306,C,M;C,Matuidi,Juventus,12,16,-4,14,18,-4,0,0
338,C,E;C;W,Lulic,Lazio,11,12,-1,11,13,-2,0,0
342,C,C,Parolo,Lazio,11,12,-1,11,12,-1,0,0
697,C,W,Cuadrado,Juventus,11,12,-1,11,12,-1,0,0
1972,C,M;C,Torreira,Sampdoria,11,7,4,11,8,3,0,0
1987,C,E;C,Jankto,Udinese,11,11,0,11,11,0,0,0
2172,C,C;T,Barak,Udinese,11,1,10,11,1,10,0,0
2263,C,E,Lazzari,SPAL,11,7,4,11,7,4,0,0
2287,C,W;T,Ramirez,Sampdoria,11,14,-3,12,16,-4,0,0
22,C,M;C,De Roon,Atalanta,10,9,1,10,9,1,0,0
112,C,C;T,Castro,Chievo,10,11,-1,10,11,-1,0,0
115,C,E;M,Hetemaj,Chievo,10,6,4,10,7,3,0,0
172,C,C;T,Borja Valero,Inter,10,11,-1,10,11,-1,0,0
235,C,E,Laxalt,Genoa,10,8,2,11,9,2,0,0
464,C,E;C;W,Florenzi,Roma,10,11,-1,10,12,-2,0,0
529,C,C;T,Missiroli,Sassuolo,10,8,2,10,7,3,0,0
556,C,C,Baselli,Torino,10,12,-2,10,12,-2,0,0
557,C,C,Benassi,Fiorentina,10,9,1,9,8,1,0,0
713,C,C;T,Dzemaili,Bologna,10,13,-3,10,13,-3,0,0
2065,C,C;T,Praet,Sampdoria,10,9,1,9,8,1,0,0
2116,C,E;C,Farago',Cagliari,10,3,7,10,3,7,0,0
2188,C,E,Marusic,Lazio,10,6,4,10,6,4,0,0
121,C,W;A,Stoian,Crotone,9,7,2,9,7,2,0,0
404,C,M;C,Jorginho,Napoli,9,7,2,9,7,2,0,0
530,C,C,Pellegrini Lo.,Roma,9,11,-2,9,10,-1,0,0
560,C,E;M,Obi,Torino,9,3,6,9,3,6,0,0
631,C,M;C,Viviani,SPAL,9,7,2,9,7,2,0,0
1870,C,C;T,Barella,Cagliari,9,4,5,9,4,5,0,0
1874,C,T,Joao Pedro,Cagliari,9,15,-6,8,14,-6,0,0
1906,C,W;A,Nalini,Crotone,9,8,1,9,8,1,0,0
2008,C,C,Linetty,Sampdoria,9,7,2,9,7,2,0,0
2645,C,T;A,Guilherme,Benevento,9,5,4,9,5,4,0,0
2646,C,M;C,Sandro,Benevento,9,6,3,9,6,3,0,0
28,C,C;T,Kurtic,SPAL,8,10,-2,7,9,-2,0,0
118,C,M;C,Radovanovic,Chievo,8,5,3,8,5,3,0,0
150,C,T,Saponara,Fiorentina,8,12,-4,8,12,-4,0,0
181,C,M;C,Vecino,Inter,8,10,-2,8,11,-3,0,0
238,C,M;C,Rincon,Torino,8,6,2,8,6,2,0,0
264,C,C;T,Bessa,Genoa,8,8,0,8,8,0,0,0
331,C,M;C,Biglia,Milan,8,11,-3,8,12,-4,0,0
366,C,C;T,Bertolacci,Genoa,8,9,-1,8,9,-1,0,0
374,C,M;C,Poli,Bologna,8,7,1,8,7,1,0,0
440,C,C,Viola,Benevento,8,4,4,8,3,5,0,0
470,C,M;C,Strootman,Roma,8,13,-5,8,13,-5,0,0
644,C,M;C,Pulgar,Bologna,8,4,4,8,4,4,0,0
1901,C,M;C,Barberis,Crotone,8,6,2,8,6,2,0,0
1933,C,M;C,Mandragora,Crotone,8,3,5,8,3,5,0,0
2658,C,W;A,Medeiros,Genoa,8,9,-1,8,9,-1,0,0
170,C,M;C,Badelj,Fiorentina,7,7,0,7,7,0,0,0
333,C,M;C,Cataldi,Benevento,7,5,2,7,5,2,0,0
463,C,M;C,De Rossi,Roma,7,9,-2,7,9,-2,0,0
526,C,M;C,Duncan,Sassuolo,7,8,-1,7,9,-2,0,0
528,C,M;C,Magnanelli,Sassuolo,7,7,0,7,7,0,0,0
627,C,C;T,Ionita,Cagliari,7,10,-3,7,9,-2,0,0
702,C,W;T,Giaccherini,Chievo,7,4,3,7,4,3,0,0
1857,C,W;A,Di Francesco F.,Bologna,7,10,-3,7,10,-3,0,0
1986,C,M;C,Fofana,Udinese,7,12,-5,8,15,-7,0,0
1995,C,T,Djuricic,Benevento,7,3,4,7,3,4,0,0
2205,C,W,Berenguer,Torino,7,9,-2,7,9,-2,0,0
2265,C,C,Schiattarella,SPAL,7,5,2,7,5,2,0,0
2290,C,W;T,Eysseric,Fiorentina,7,13,-6,7,13,-6,0,0
20,C,M;C,Cigarini,Cagliari,6,7,-1,6,7,-1,0,0
21,C,W,D'alessandro,Benevento,6,7,-1,6,7,-1,0,0
236,C,E,Lazovic,Genoa,6,8,-2,6,9,-3,0,0
300,C,M;C,Marchisio,Juventus,6,9,-3,6,9,-3,0,0
433,C,C,Hiljemark,Genoa,6,5,1,6,5,1,0,0
669,C,M;C,Donsah,Bologna,6,5,1,6,5,1,0,0
801,C,M;C,Gagliardini,Inter,6,11,-5,6,12,-6,0,0
2072,C,C,Bastien,Chievo,6,4,2,6,3,3,0,0
2274,C,C;T,Valoti,Verona,6,6,0,6,6,0,0,0
2302,C,E;M,Behrami,Udinese,6,6,0,6,7,-1,0,0
2659,C,M;C,Dabo,Fiorentina,6,5,1,6,5,1,0,0
58,C,M;C,Diawara,Napoli,5,7,-2,5,7,-2,0,0
428,C,C;T,Benali,Crotone,5,5,0,5,5,0,0,0
438,C,C;T,Rigoni L,Genoa,5,7,-2,5,7,-2,0,0
494,C,M;C,Barreto,Sampdoria,5,7,-2,5,7,-2,0,0
626,C,M;C,Hallfredsson,Udinese,5,7,-2,5,7,-2,0,0
813,C,C;T,Balic,Udinese,5,4,1,5,4,1,0,0
1852,C,E,Spinazzola,Atalanta,5,8,-3,5,8,-3,0,0
1859,C,M;C,Nagy,Bologna,5,7,-2,5,7,-2,0,0
1967,C,C;T,Gerson,Roma,5,3,2,5,3,2,0,0
1978,C,M;C,Sensi,Sassuolo,5,6,-1,5,6,-1,0,0
2011,C,M;C,Miguel Veloso,Genoa,5,7,-2,5,7,-2,0,0
2111,C,T;A,Taarabt,Genoa,5,6,-1,5,6,-1,0,0
2193,C,M;C,Gonalons,Roma,5,6,-1,5,6,-1,0,0
2301,C,W;A,Gil Dias,Fiorentina,5,7,-2,5,7,-2,0,0
61,C,M;C,Zuculini F,Verona,4,3,1,4,3,1,0,0
372,C,M;C,Montolivo,Milan,4,4,0,4,4,0,0,0
555,C,M;C,Acquah,Torino,4,5,-1,4,5,-1,0,0
775,C,T,Alvarez R,Sampdoria,4,8,-4,4,8,-4,0,0
827,C,M;C,Locatelli,Milan,4,3,1,4,3,1,0,0
1871,C,M;C,Deiola,Cagliari,4,2,2,4,2,2,0,0
1976,C,M;C,Mazzitelli,Sassuolo,4,4,0,4,4,0,0,0
2014,C,E;M,Rohden,Crotone,4,7,-3,4,8,-4,0,0
2210,C,T,Falletti,Bologna,4,5,-1,4,4,0,0,0
2286,C,C;T,Crociata,Crotone,4,2,2,4,2,2,0,0
2642,C,M;C,Calvano,Verona,4,1,3,4,1,3,0,0
2652,C,M;C,Everton Luiz,SPAL,4,4,0,4,4,0,0,0
2661,C,W,Aarons,Verona,4,5,-1,4,5,-1,0,0
